Niveles de cuantificación,MSE,SNR (dB)
2,0.2311358106220307,0.25471908297894297
4,0.057969671034602835,6.261383097948647
8,0.013694403165319738,12.527960362296307
16,0.003275519230678193,18.740589921127455
32,0.0007588878116614737,25.091615678754415
64,0.00018232619342380363,31.284900807077634
128,4.573635530174621e-05,37.29077592619712
256,1.0668295318267177e-05,43.612441163813045
